id,sex,age,edu,drink
4943,1,3,7,3
4944,2,1,1,5
4945,1,3,2,6
4946,2,1,6,2
4947,1,7,4,2
4948,2,3,4,5
4949,2,2,4,5
4950,2,5,6,7
4951,1,3,4,4
4952,2,2,4,5
4953,2,3,6,3
4954,2,3,6,5
4955,1,1,1,6
4956,1,3,4,5
4957,2,2,7,7
4958,1,2,5,5
4959,2,1,2,6
4960,2,3,6,2
4961,2,3,3,2
4962,1,4,2,4
4963,2,5,4,6
4964,1,6,6,5
4965,2,1,5,3
4966,1,4,3,6
4967,1,5,2,4
4968,1,6,2,4
4969,1,4,6,4
4970,2,5,2,4
4971,2,4,7,4
4972,2,5,6,5
4973,2,5,2,7
4974,2,2,1,4
4975,1,6,98,97
4976,1,3,4,3
4977,1,6,1,6
4978,2,5,6,4
4979,1,5,7,5
4980,1,3,4,3
4981,1,6,2,5
4982,1,6,5,6
4983,2,6,5,4
4984,2,1,1,7
4985,2,6,2,4
4986,1,7,1,6
4987,2,1,1,6
4988,1,6,6,6
4989,2,7,2,2
4990,1,7,4,5
4991,1,2,5,4
4992,2,5,2,7
4993,2,6,1,4
4994,1,4,7,6
4995,1,3,4,5
4996,2,1,2,5
4997,1,1,1,5
4998,2,2,4,5
4999,2,6,2,5
5000,2,4,6,2
5001,1,2,6,7
5002,2,5,2,1
5003,2,3,7,4
5004,1,5,3,4
5005,2,5,6,6
5006,1,5,2,7
5007,1,6,6,2
5008,2,6,6,3
5009,1,4,1,3
5010,1,6,6,2
5011,2,4,4,5
5012,2,3,1,5
5013,2,5,5,7
5014,2,6,6,1
5015,2,6,6,4
5016,2,5,4,5
5017,1,4,3,2
5018,1,5,2,3
5019,2,7,1,6
5020,2,6,2,4
5021,2,6,6,1
5022,2,6,6,3
5023,2,1,4,7
5024,2,5,2,7
5025,2,3,4,5
5026,1,6,3,5
5027,2,5,6,5
5028,1,6,6,6
5029,1,1,2,5
5030,1,2,6,2
5031,2,4,6,5
5032,1,6,3,4
5033,1,2,6,4
5034,1,1,2,5
5035,2,5,3,6
5036,2,6,1,5
5037,2,6,6,7
5038,1,4,4,4
5039,2,5,6,7
5040,1,7,4,7
5041,2,3,4,6
5042,2,7,1,7
5043,2,5,6,3
5044,2,7,1,7
5045,2,2,6,5
5046,2,3,1,5
5047,2,5,2,7
5048,1,1,2,7
5049,1,5,4,6
5050,2,5,2,7
5051,1,6,1,5
5052,1,3,5,7
5053,2,7,1,1
5054,2,3,5,4
5055,2,3,6,6
5056,1,5,6,7
5057,1,1,1,7
5058,2,7,2,5
5059,1,2,2,1
5060,2,7,1,4
5061,2,5,2,7
5062,1,6,4,6
5063,2,4,7,3
5064,1,6,1,5
5065,2,4,6,6
5066,2,5,2,3
5067,2,4,7,4
5068,2,5,2,6
5069,1,3,3,3
5070,2,3,4,3
5071,2,5,1,3
5072,1,3,2,7
5073,2,3,6,3
5074,1,6,6,4
5075,2,1,2,5
5076,1,5,3,5
5077,2,6,4,4
5078,2,3,4,5
5079,2,2,4,5
5080,1,5,7,7
5081,1,1,4,3
5082,1,5,2,4
5083,1,6,3,5
5084,1,3,2,2
5085,2,3,5,5
5086,1,6,1,7
5087,2,7,6,7
5088,2,2,7,6
5089,1,7,1,7
5090,2,4,2,5
5091,2,7,3,6
5092,2,5,2,2
5093,2,1,4,5
5094,1,4,6,4
5095,2,3,7,7
5096,1,5,1,4
5097,1,5,4,6
5098,2,2,2,5
5099,1,6,7,3
5100,2,4,4,4
5101,2,4,1,4
5102,2,6,2,5
5103,1,4,6,7
5104,1,6,5,6
5105,1,5,1,5
5106,1,1,2,5
5107,2,6,6,3
5108,1,6,2,6
5109,2,5,1,7
5110,2,3,4,4
5111,2,4,7,3
5112,2,3,3,5
5113,1,5,1,3
5114,1,6,2,2
5115,2,5,2,7
5116,1,3,6,6
5117,1,5,1,5
5118,2,2,6,4
5119,1,4,7,4
5120,2,3,7,2
5121,2,5,3,7
5122,2,1,2,6
5123,2,6,4,7
5124,1,5,3,7
5125,2,5,4,7
5126,2,5,2,6
5127,1,7,6,1
5128,1,4,6,5
5129,1,1,2,4
5130,2,1,2,7
5131,1,2,6,6
5132,1,6,1,7
5133,2,5,4,3
5134,2,7,2,7
5135,1,6,2,1
5136,1,5,4,3
5137,2,6,1,7
5138,1,6,3,7
5139,2,4,4,2
5140,2,4,1,4
5141,2,5,4,4
5142,1,7,2,5
5143,2,4,7,6
5144,2,6,2,6
5145,1,6,7,3
5146,2,6,2,6
5147,1,4,1,1
5148,1,6,6,2
5149,2,2,4,5
5150,1,4,2,3
5151,2,5,6,5
5152,1,3,4,5
5153,2,5,5,3
5154,2,4,2,4
5155,2,5,2,7
5156,1,5,4,5
5157,2,3,6,3
5158,1,4,7,3
5159,2,5,4,4
5160,1,2,7,4
5161,1,3,2,5
5162,2,5,6,3
5163,1,3,6,5
5164,1,2,6,5
5165,1,3,4,3
5166,2,7,4,5
5167,1,2,1,2
5168,1,4,4,6
5169,2,5,4,7
5170,2,7,1,7
5171,2,7,2,2
5172,1,3,2,3
5173,1,6,1,5
5174,2,4,4,3
5175,2,6,2,3
5176,2,4,4,5
5177,2,7,4,2
5178,2,3,4,3
5179,1,4,6,3
5180,2,5,5,2
5181,2,5,6,3
5182,1,6,5,7
5183,2,1,4,3
5184,2,7,2,7
5185,1,4,3,6
5186,2,6,1,5
5187,2,3,4,2
5188,2,5,6,4
5189,2,5,1,5
5190,1,7,2,3
5191,2,3,2,1
5192,2,6,2,5
5193,2,6,7,7
5194,1,3,6,5
5195,2,6,5,5
5196,2,4,7,4
5197,1,4,1,2
5198,2,6,2,5
5199,2,6,6,4
5200,1,7,7,5
5201,1,3,3,3
5202,2,5,5,5
5203,2,5,6,5
5204,2,3,2,6
5205,1,4,7,3
5206,1,2,7,3
5207,1,3,7,2
5208,2,3,7,4
5209,2,2,4,5
5210,1,7,1,3
5211,2,6,4,5
5212,2,4,6,7
5213,1,6,2,5
5214,1,3,4,2
5215,1,6,6,2
5216,1,2,1,7
5217,1,3,2,7
5218,2,6,1,7
5219,2,6,2,1
5220,2,5,1,5
5221,2,5,1,6
5222,1,4,4,4
5223,2,6,4,7
5224,1,6,2,3
5225,2,3,4,3
5226,2,3,7,5
5227,2,3,6,4
5228,2,6,4,4
5229,1,5,5,7
5230,2,4,6,2
5231,2,3,1,5
5232,2,7,1,6
5233,2,6,3,3
5234,1,5,2,2
5235,2,6,6,5
5236,1,5,6,7
5237,2,5,4,3
5238,2,6,2,7
5239,2,5,6,4
5240,2,4,4,5
5241,2,3,4,6
5242,2,2,4,7
5243,1,1,1,7
5244,2,6,1,5
5245,1,3,6,3
5246,2,1,2,3
5247,2,3,7,6
5248,2,3,5,4
5249,1,3,6,3
5250,2,6,1,3
5251,2,4,4,5
5252,1,1,2,7
5253,2,2,6,6
5254,2,6,6,3
5255,1,4,6,7
5256,1,4,6,3
5257,2,7,7,7
5258,2,5,5,7
5259,1,6,1,5
5260,2,7,1,6
5261,2,4,7,2
5262,2,7,2,5
5263,1,4,1,6
5264,2,5,6,5
5265,2,1,1,7
5266,1,5,4,1
5267,1,5,2,7
5268,1,4,3,6
5269,2,7,3,7
5270,1,6,2,3
5271,1,4,2,5
5272,1,6,2,5
5273,2,3,7,4
5274,2,5,2,6
5275,2,4,4,3
5276,2,5,2,6
5277,1,7,1,3
5278,2,5,4,4
5279,2,5,7,5
5280,1,2,6,4
5281,1,5,4,5
5282,1,1,2,7
5283,1,5,1,5
5284,1,2,6,3
5285,2,2,4,5
5286,2,4,4,7
5287,1,3,7,2
5288,1,5,4,6
5289,1,4,2,7
5290,1,6,6,5
5291,2,4,2,5
5292,2,3,4,3
5293,1,7,1,7
5294,2,5,2,6
5295,1,1,2,3
5296,2,2,7,3
5297,1,4,2,4
5298,1,4,2,3
5299,1,5,2,4
5300,2,6,6,7
5301,1,4,3,1
5302,1,5,4,3
5303,2,5,1,6
5304,2,5,4,7
5305,2,6,4,3
5306,2,7,1,7
5307,1,5,2,5
5308,2,5,6,6
5309,1,3,7,3
5310,1,6,3,7
5311,2,7,1,7
5312,2,4,4,6
5313,2,1,1,7
5314,2,2,6,7
5315,2,4,2,1
5316,1,6,1,5
5317,1,6,1,5
5318,2,2,6,7
5319,2,3,7,5
5320,1,2,5,3
5321,1,1,2,4
5322,2,3,4,3
5323,1,6,7,2
5324,1,4,3,6
5325,2,3,4,3
5326,2,7,4,7
5327,2,6,4,5
5328,2,4,6,3
5329,2,3,4,3
5330,1,3,6,6
5331,2,6,2,5
5332,1,1,1,6
5333,2,6,4,7
5334,2,5,1,5
5335,1,5,6,3
5336,2,5,2,3
5337,2,3,4,6
5338,1,6,5,1
5339,2,6,1,7
5340,2,4,1,7
5341,1,3,2,3
5342,1,4,1,5
5343,2,5,7,1
5344,1,5,5,1
5345,2,7,2,5
5346,1,1,2,6
5347,1,7,7,1
5348,1,4,1,3
5349,2,6,2,7
5350,2,2,2,5
5351,1,6,1,2
5352,2,7,1,5
5353,1,1,1,7
5354,1,7,3,3
5355,2,5,6,7
5356,2,3,4,5
5357,1,6,6,1
5358,2,4,5,6
5359,2,2,6,6
5360,1,1,2,5
5361,1,2,2,4
5362,1,3,4,7
5363,1,7,2,6
5364,1,6,3,5
5365,2,3,6,3
5366,1,5,1,5
5367,2,5,4,5
5368,1,3,5,7
5369,1,6,3,1
5370,2,3,4,3
5371,1,6,1,6
5372,2,5,7,3
5373,2,5,1,6
5374,2,4,7,4
5375,1,7,6,1
5376,1,4,4,6
5377,2,3,6,5
5378,1,5,1,5
5379,2,6,4,6
5380,2,5,5,5
5381,1,6,7,5
5382,1,5,2,6
5383,1,2,3,2
5384,1,6,1,6
5385,2,3,4,7
5386,2,2,2,7
5387,2,4,6,7
5388,2,7,4,5
5389,2,2,6,4
5390,2,6,2,6
5391,1,5,4,7
5392,1,2,6,7
5393,1,3,6,3
5394,1,3,3,4
5395,1,5,2,3
5396,2,2,6,6
5397,2,7,6,4
5398,2,5,2,4
5399,2,7,4,5
5400,2,3,2,7
5401,2,4,4,4
5402,2,7,3,4
5403,2,6,4,5
5404,2,4,2,1
5405,2,5,1,3
5406,1,1,1,4
5407,2,5,3,3
5408,2,5,6,7
5409,1,7,2,4
5410,2,1,2,7
5411,2,5,4,6
5412,2,3,2,2
5413,1,2,2,3
5414,2,5,5,5
5415,2,5,5,3
5416,2,1,2,7
5417,2,2,6,6
5418,1,4,2,5
5419,1,2,3,5
5420,1,5,3,2
5421,2,3,4,3
5422,2,5,2,1
5423,2,3,6,6
5424,2,1,2,7
5425,1,1,2,3
5426,1,3,4,2
5427,1,3,1,4
5428,2,6,1,7
5429,2,1,2,4
5430,2,6,5,6
5431,2,4,2,2
5432,2,6,5,3
5433,2,3,3,5
5434,1,3,4,5
5435,1,4,5,2
5436,1,6,3,5
5437,2,3,6,3
5438,1,3,3,4
5439,1,3,4,6
5440,2,2,7,5
5441,2,5,2,6
5442,2,2,6,5
5443,2,4,6,3
5444,2,7,4,5
5445,1,4,2,4
5446,2,3,7,4
5447,1,5,1,7
5448,2,2,6,7
5449,1,6,4,7
5450,1,3,2,4
5451,1,6,2,7
5452,1,3,4,3
5453,2,5,4,6
5454,1,3,2,5
5455,1,3,2,3
5456,1,5,2,3
5457,2,6,5,3
5458,2,4,4,5
5459,2,5,2,3
5460,2,2,4,7
5461,2,5,2,6
5462,2,5,1,6
5463,2,1,2,5
5464,1,2,3,5
5465,1,5,6,2
5466,1,4,2,2
5467,2,7,2,7
5468,2,2,6,6
5469,2,3,4,1
5470,2,6,1,4
5471,2,2,6,6
5472,2,3,2,6
5473,2,5,1,7
5474,1,4,7,4
5475,1,5,2,1
5476,1,7,1,5
5477,1,7,2,7
5478,1,4,2,7
5479,1,3,7,3
5480,2,6,2,6
5481,1,6,6,3
5482,2,4,3,7
5483,1,4,6,3
5484,1,4,4,3
5485,2,5,3,5
5486,2,2,4,6
5487,2,3,4,7
5488,2,7,5,7
5489,2,5,2,7
5490,1,2,6,5
5491,2,6,4,2
5492,2,3,4,5
5493,1,6,1,7
5494,1,6,3,1
5495,1,5,3,4
5496,2,6,4,4
5497,2,7,1,7
5498,1,2,2,5
5499,1,5,2,3
5500,2,6,4,7
5501,2,3,4,5
5502,2,6,2,1
5503,2,2,2,6
5504,1,3,1,5
5505,2,2,4,3
5506,2,5,7,1
5507,1,1,4,6
5508,2,5,4,4
5509,1,3,3,4
5510,2,7,2,6
5511,1,4,1,6
5512,2,3,4,5
5513,2,6,7,5
5514,1,4,5,5
5515,2,5,2,5
5516,1,1,2,7
5517,2,1,1,7
5518,1,4,2,4
5519,1,6,4,6
5520,2,5,4,2
5521,1,2,7,4
5522,2,1,2,5
5523,1,7,1,1
5524,2,5,5,4
5525,2,4,5,3
5526,1,2,2,3
5527,1,3,7,5
5528,2,6,2,4
5529,1,6,6,7
5530,2,7,1,5
5531,2,3,2,6
5532,1,4,1,1
5533,2,2,7,6
5534,1,3,6,7
5535,2,5,2,4
5536,2,4,2,4
5537,1,4,6,4
5538,1,2,2,6
5539,1,2,2,5
5540,2,5,4,6
5541,2,3,4,6
5542,1,1,4,7
5543,1,6,7,7
5544,2,6,3,6
5545,2,7,2,5
5546,2,6,1,6
5547,2,4,4,6
5548,2,4,6,3
5549,2,2,7,5
5550,1,6,1,6
5551,2,7,4,5
5552,1,6,4,1
5553,1,4,5,2
5554,2,4,6,4
5555,2,3,6,5
5556,1,5,2,6
5557,2,4,4,5
5558,2,5,4,3
5559,1,6,7,3
5560,2,2,4,3
5561,2,6,2,2
5562,2,6,6,4
5563,1,4,2,3
5564,2,3,4,5
5565,2,5,5,3
5566,2,3,4,3
5567,1,7,7,3
5568,1,3,3,5
5569,1,2,4,5
5570,1,5,4,5
5571,2,1,1,7
5572,1,5,4,3
5573,1,3,2,3
5574,2,6,6,4
5575,1,7,2,3
5576,1,1,2,7
5577,1,6,1,7
5578,1,6,6,6
5579,2,3,6,6
5580,2,2,1,1
5581,2,6,6,3
5582,1,2,7,7
5583,2,6,4,4
5584,2,6,1,4
5585,1,2,2,5
5586,2,6,4,7
5587,2,5,2,1
5588,2,3,7,4
5589,2,7,1,5
5590,2,5,6,3
5591,1,1,6,6
5592,1,3,5,5
5593,2,4,4,5
5594,1,4,2,7
5595,2,3,7,4
5596,1,4,4,3
5597,1,6,1,4
5598,2,5,2,3
5599,2,6,2,6
5600,2,7,2,5
5601,2,3,7,2
5602,2,3,7,2
5603,2,7,5,2
5604,2,6,2,7
5605,2,1,1,6
5606,1,6,1,6
5607,2,4,2,3
5608,1,4,3,1
5609,1,3,4,5
5610,1,6,2,6
5611,1,6,1,7
5612,2,4,1,7
5613,1,5,6,3
5614,2,6,6,7
5615,1,7,2,2
5616,2,4,4,6
5617,2,2,3,7
5618,2,4,2,5
5619,1,6,2,2
5620,2,2,6,4
5621,2,6,3,5
5622,2,2,7,6
5623,2,2,3,4
5624,1,3,3,3
5625,2,3,2,1
5626,1,6,7,5
5627,1,6,6,5
5628,2,6,5,3
5629,1,5,3,4
5630,2,6,2,2
5631,1,2,3,4
5632,1,4,6,6
5633,2,4,7,4
5634,2,4,6,5
5635,1,6,1,7
5636,1,4,2,3
5637,2,4,4,3
5638,1,6,4,4
5639,1,2,6,4
5640,2,2,6,4
5641,2,5,5,1
5642,2,4,2,6
5643,2,6,4,7
5644,1,3,2,5
5645,2,5,6,3
5646,2,4,4,5
5647,2,6,2,4
5648,2,1,6,4
5649,1,2,4,4
5650,2,7,2,3
5651,1,2,4,5
5652,2,4,1,3
5653,2,4,6,5
5654,2,3,6,5
5655,2,5,5,7
5656,2,7,4,4
5657,2,2,6,5
5658,1,5,2,1
5659,1,2,2,5
5660,2,6,2,5
5661,1,6,2,4
5662,2,5,7,5
5663,2,6,1,7
5664,2,3,6,6
5665,1,3,3,1
5666,2,3,2,4
5667,2,3,7,3
5668,2,6,4,6
5669,1,1,2,5
5670,1,4,4,3
5671,1,2,7,4
5672,1,1,2,5
5673,1,2,2,1
5674,1,5,1,3
5675,1,4,99,5
5676,1,2,2,6
5677,2,5,2,7
5678,2,1,1,7
5679,1,3,6,2
5680,1,7,3,5
5681,1,6,2,5
5682,2,7,3,6
5683,1,7,6,3
5684,2,3,4,7
5685,2,4,3,6
5686,1,5,3,4
5687,2,6,7,7
5688,2,5,4,7
5689,2,1,2,3
5690,1,4,7,7
5691,2,6,1,5
5692,2,5,1,5
5693,1,4,5,3
5694,2,2,6,5
5695,2,2,2,4
5696,1,4,2,2
5697,1,3,7,4
5698,2,2,4,7
5699,1,4,4,7
5700,2,7,1,6
5701,1,5,1,6
5702,2,4,6,3
5703,2,6,2,3
5704,1,7,3,1
5705,1,5,6,2
5706,1,5,3,5
5707,2,1,4,3
5708,2,7,1,6
5709,2,4,2,4
5710,1,3,4,4
5711,1,3,2,3
5712,1,3,4,6
5713,1,7,4,6
5714,2,4,1,6
5715,1,4,4,5
5716,2,3,4,1
5717,2,2,6,5
5718,2,4,4,7
5719,2,6,2,6
5720,1,2,3,5
5721,1,5,7,7
5722,1,4,6,1
5723,2,5,2,2
5724,2,2,6,5
5725,1,4,1,6
5726,1,7,1,7
5727,2,4,2,3
5728,2,1,1,5
5729,1,3,2,3
5730,1,6,7,5
5731,1,2,5,6
5732,1,3,4,5
5733,1,6,4,3
5734,2,4,4,4
5735,2,4,5,4
5736,2,4,4,2
5737,1,4,6,4
5738,2,6,4,5
5739,2,2,4,5
5740,1,6,1,6
5741,1,6,1,3
5742,2,5,2,6
5743,2,2,2,6
5744,1,6,3,5
5745,1,3,3,2
5746,2,2,2,4
5747,2,2,2,5
5748,1,4,2,4
5749,2,4,1,5
5750,1,6,6,4
5751,1,1,2,4
5752,2,3,4,5
5753,1,7,6,5
5754,2,7,4,4
5755,1,4,7,4
5756,2,4,7,2
5757,2,2,99,6
5758,2,5,7,3
5759,1,3,7,4
5760,1,2,2,3
5761,2,3,4,5
5762,2,6,6,2
5763,2,4,7,7
5764,2,5,2,6
5765,1,5,2,1
5766,2,6,6,6
5767,2,5,2,7
5768,2,7,1,6
5769,2,6,2,6
5770,2,5,6,5
5771,1,4,2,5
5772,1,2,2,5
5773,2,5,6,4
5774,1,5,4,2
5775,2,3,6,3
5776,1,2,6,4
5777,2,5,4,6
5778,2,7,4,1
5779,2,5,4,6
5780,1,5,4,5
5781,1,1,2,7
5782,2,5,1,3
5783,2,5,4,5
5784,2,5,6,2
5785,2,5,5,3
5786,2,3,4,7
5787,1,1,6,4
5788,2,4,5,5
5789,2,2,6,5
5790,2,7,4,6
5791,1,2,6,5
5792,2,6,2,5
5793,1,1,1,7
5794,1,5,3,3
5795,2,2,4,4
5796,2,6,7,4
5797,1,5,1,6
5798,2,4,2,3
5799,2,1,1,5
5800,2,2,5,5
5801,1,4,2,4
5802,2,2,6,6
5803,2,2,7,6
5804,2,3,4,3
5805,1,2,6,1
5806,2,7,2,6
5807,2,6,2,5
5808,1,4,4,6
5809,2,7,2,7
5810,1,5,4,4
5811,2,6,1,6
5812,2,7,2,6
5813,1,1,2,3
5814,1,2,6,5
5815,2,5,5,3
5816,2,1,99,7
5817,1,3,4,5
5818,1,5,2,2
5819,2,2,5,5
5820,2,2,6,7
5821,1,6,1,6
5822,2,6,1,6
5823,2,5,6,2
5824,1,6,4,7
5825,2,3,7,5
5826,2,6,5,5
5827,1,4,2,5
5828,1,3,6,4
5829,2,3,4,6
5830,1,4,4,5
5831,2,7,4,6
5832,1,4,3,4
5833,1,6,5,1
5834,1,2,6,4
5835,2,5,6,5
5836,2,5,2,1
5837,2,3,2,4
5838,2,5,4,7
5839,2,3,5,7
5840,1,2,6,3
5841,1,4,7,3
5842,2,5,7,6
5843,2,7,1,6
5844,2,6,4,5
5845,1,6,3,3
5846,2,5,5,5
5847,2,4,6,3
5848,2,1,2,5
5849,2,5,2,4
5850,2,5,4,6
5851,1,6,6,5
5852,2,4,2,7
5853,2,2,6,5
5854,1,6,7,1
5855,2,5,6,4
5856,1,5,1,6
5857,2,4,1,7
5858,2,5,2,5
5859,1,4,4,6
5860,2,6,4,4
5861,2,7,4,2
5862,2,4,2,5
5863,2,2,3,2
5864,1,6,6,7
5865,1,1,2,7
5866,1,5,2,3
5867,1,6,3,2
5868,2,6,2,4
5869,1,3,5,5
5870,1,5,2,4
5871,1,6,1,6
5872,1,3,2,1
5873,1,2,3,3
5874,1,5,2,7
5875,2,4,2,3
5876,2,4,2,7
5877,2,7,3,6
5878,2,4,4,6
5879,2,1,6,4
5880,2,2,6,3
5881,1,4,2,6
5882,1,5,4,4
5883,1,5,6,5
5884,1,4,2,5
5885,1,7,6,6
5886,1,3,7,7
5887,1,7,3,2
5888,2,7,4,5
5889,2,5,3,5
5890,2,6,6,3
5891,2,3,6,7
5892,1,4,6,5
5893,1,7,2,5
5894,1,6,1,7
5895,2,6,2,5
5896,2,7,2,3
5897,1,3,4,6
5898,2,7,1,4
5899,2,2,6,7
5900,2,6,5,4
5901,1,6,7,4
5902,1,3,97,4
5903,1,6,4,1
5904,2,6,6,6
5905,2,6,2,5
5906,2,7,4,6
5907,2,3,1,6
5908,1,6,2,3
5909,2,1,2,5
5910,1,1,2,3
5911,2,5,1,7
5912,1,3,4,7
5913,2,5,1,5
5914,1,4,3,7
5915,1,3,4,5
5916,1,4,7,2
5917,2,3,7,7
5918,2,5,6,4
5919,1,3,2,6
5920,1,2,6,3
5921,1,4,2,4
5922,1,7,2,1
5923,1,7,2,5
5924,1,3,2,5
5925,1,4,6,6
5926,1,6,7,3
5927,1,6,3,5
5928,2,6,4,5
5929,2,6,2,6
5930,1,6,2,4
5931,1,4,2,5
5932,2,5,7,7
5933,1,3,3,1
5934,2,6,2,4
5935,2,2,5,5
5936,1,2,6,5
5937,2,7,1,7
5938,2,2,4,6
5939,2,1,3,6
5940,2,7,1,3
5941,1,5,7,3
5942,1,3,6,3
5943,2,5,7,2
5944,2,1,1,7
5945,2,6,4,5
5946,2,5,2,7
5947,1,3,6,6
5948,1,3,2,4
5949,2,7,2,7
5950,2,1,2,4
5951,2,4,2,6
5952,1,3,97,97
5953,2,4,6,2
5954,1,5,1,3
5955,1,5,6,3
5956,2,3,6,7
5957,2,6,4,4
5958,1,2,2,5
5959,1,3,7,4
5960,1,5,2,3
5961,2,1,1,7
5962,2,6,5,6
5963,2,6,4,5
5964,1,5,2,4
5965,1,6,2,5
5966,1,4,6,2
5967,1,5,4,5
5968,1,7,2,3
5969,1,4,1,7
5970,1,2,1,3
5971,1,1,2,7
5972,1,5,4,6
5973,2,4,5,3
5974,2,4,2,3
5975,1,4,4,5
5976,2,7,2,7
5977,2,3,6,4
5978,2,6,4,3
5979,1,4,2,2
5980,2,2,7,4
5981,1,2,7,7
5982,1,1,1,1
5983,1,7,3,7
5984,1,4,1,6
5985,1,3,4,5
5986,2,4,6,5
5987,1,6,7,3
5988,2,2,6,6
5989,1,5,2,7
5990,1,1,2,7
5991,2,6,4,3
5992,2,7,4,5
5993,2,6,5,5
5994,1,1,2,6
5995,2,5,2,5
5996,1,6,3,2
5997,2,6,6,7
5998,1,5,2,4
5999,2,2,5,3
6000,1,1,99,7
6001,1,6,2,7
6002,2,4,4,5
6003,2,5,4,3
6004,2,7,2,4
6005,1,3,4,2
6006,1,5,2,4
6007,2,3,4,5
6008,1,3,2,4
6009,2,1,2,6
6010,1,4,5,3
6011,1,1,2,7
6012,2,7,1,6
6013,2,5,6,7
6014,1,4,3,7
6015,2,7,2,6
6016,2,6,4,5
6017,2,6,2,4
6018,2,5,3,4
6019,1,5,2,1
6020,1,7,6,7
6021,2,2,4,5
6022,2,5,1,7
6023,2,3,2,5
6024,1,2,3,2
6025,1,6,7,1
6026,1,1,1,7
6027,2,6,4,6
6028,1,3,4,3
6029,2,4,2,1
6030,1,1,2,4
6031,2,3,4,5
6032,2,5,2,2
6033,2,2,7,6
6034,2,5,4,6
6035,2,6,1,7
6036,2,6,4,2
6037,2,2,6,5
6038,1,7,3,2
6039,1,5,2,4
6040,2,3,6,3
6041,1,3,3,5
6042,2,6,4,6
6043,1,4,6,7
6044,2,3,4,5
6045,2,4,6,6
6046,2,5,7,4
6047,1,4,2,6
6048,2,3,1,5
6049,2,3,4,5
6050,1,1,1,5
6051,1,6,1,2
6052,1,2,4,2
6053,2,4,2,5
6054,1,5,1,7
6055,1,3,2,5
6056,2,6,1,7
6057,2,5,4,4
6058,1,6,4,7
6059,1,1,1,7
6060,2,5,2,5
6061,1,4,6,3
6062,1,6,4,6
6063,1,3,3,6
6064,1,6,6,3
6065,1,7,1,6
6066,1,4,2,7
6067,2,1,6,5
6068,2,3,4,5
6069,1,3,6,4
6070,2,5,4,4
6071,1,5,3,5
6072,2,6,4,3
6073,1,4,2,5
6074,2,3,4,4
6075,2,6,4,3
6076,1,3,1,5
6077,2,3,6,2
6078,1,3,7,2
6079,1,4,1,7
6080,1,2,6,5
6081,2,3,6,5
6082,2,6,2,5
6083,2,6,6,7
6084,1,1,2,3
6085,1,6,7,7
6086,2,7,1,3
6087,2,4,4,7
6088,1,5,6,6
6089,1,5,5,2
6090,1,3,6,2
6091,1,3,6,5
6092,2,6,2,2
6093,2,6,7,6
6094,1,1,4,3
6095,1,6,7,1
6096,1,5,3,3
6097,2,6,2,3
6098,1,4,4,4
6099,1,3,6,5
6100,1,5,4,4
6101,2,5,2,5
6102,1,6,2,1
6103,1,3,7,3
6104,1,6,4,3
6105,2,7,1,5
6106,1,2,99,5
6107,1,2,5,5
6108,2,3,6,5
6109,1,2,1,7
6110,1,2,1,5
6111,1,3,5,5
6112,2,1,5,3
6113,2,1,6,5
6114,2,3,4,1
6115,2,7,1,5
6116,2,1,97,97
6117,1,5,6,4
6118,2,6,4,6
6119,1,6,6,4
6120,1,5,2,4
6121,1,7,1,1
6122,1,1,1,6
6123,1,3,6,7
6124,2,7,6,1
6125,2,5,2,3
6126,2,5,2,5
6127,1,6,2,5
6128,2,2,6,4
6129,2,6,1,7
6130,1,6,4,1
6131,2,3,6,3
6132,1,7,2,3
6133,2,4,5,6
6134,2,1,1,7
6135,2,5,5,7
6136,2,5,6,5
6137,2,3,6,4
6138,1,7,5,5
6139,1,2,4,4
6140,2,2,3,5
6141,2,5,7,5
6142,1,2,6,5
6143,1,6,1,6
6144,1,5,2,6
6145,1,2,2,7
6146,2,4,4,5
6147,2,2,5,7
6148,2,5,1,1
6149,1,5,2,6
6150,2,5,2,4
6151,1,7,2,6
6152,2,3,5,3
6153,2,4,6,2
6154,1,5,2,6
6155,1,1,2,3
6156,1,4,1,6
6157,2,4,2,4
6158,2,2,2,7
6159,2,5,1,6
6160,2,6,4,6
6161,1,7,2,5
6162,2,6,6,5
6163,1,7,2,3
6164,2,5,2,3
6165,1,1,2,5
6166,2,4,6,4
6167,2,2,7,7
6168,1,7,3,5
6169,2,5,6,5
6170,1,5,3,7
6171,2,2,6,5
6172,1,6,7,2
6173,2,5,4,6
6174,2,3,4,3
6175,2,1,2,6
6176,2,7,6,6
6177,1,3,6,5
6178,1,3,1,4
6179,1,4,4,2
6180,1,7,1,6
6181,1,5,5,7
6182,2,1,2,4
6183,1,4,2,5
6184,1,4,6,6
6185,2,3,4,7
6186,1,4,7,3
6187,1,1,1,7
6188,2,2,4,6
6189,2,5,5,6
6190,1,3,3,4
6191,2,6,6,6
6192,1,2,6,5
6193,2,2,2,4
6194,2,1,6,4
6195,1,4,2,5
6196,1,5,1,3
6197,2,5,6,2
6198,2,6,7,5
6199,1,6,6,7
6200,2,1,3,3
6201,2,3,6,5
6202,1,6,5,4
6203,1,2,7,5
6204,2,3,6,5
6205,2,5,6,5
6206,2,3,4,5
6207,2,6,4,6
6208,1,5,4,3
6209,2,5,6,1
6210,2,3,4,3
6211,1,7,2,7
6212,2,3,6,5
6213,2,5,2,5
