CASEID,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,drr_110,ehg3_01
    1,96,96,96,5, 7,12, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 2
    2,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 6
    3,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 1
    4,96,96,96,6, 8,10, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 5
    5, 3,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 7, 6
    6,96, 1,96,3, 1, 8, 3,1,1,2,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2, 4, 7
    7,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 2
    8, 2, 1,96,3, 1, 8, 3,1,1,2,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 4, 7
    9,96,96,96,1, 3,96,96,2,6,6,0,0,0,0,2,1,0,1,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 4, 5
   10, 4, 3, 5,4, 2,14, 5,2,1,1,1,1,3,1,1,6,1,5, 9,1,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,6,4,1, 7, 4
   11,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 2
   12,96, 2,96,2, 1,96,96,1,6,6,0,3,1,3,1,3,0,5, 6,2,2,96,2,2,3,0,0,0,0,0,0,0,0,0,0,0,4,1,2, 7, 2
   13,96,96, 3,1, 2,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,5,4,2, 7, 1
   14,96,96,96,4, 6, 6, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 2
   15,96,96,96,2, 3, 4, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 5
   16,96,96,96,7, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 4
   17,96,96,96,6, 7,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 3
   18,96,96,96,5, 6, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 6
   19,96, 3,96,4, 2,14, 5,2,2,1,2,1,2,1,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2, 2, 7
   20, 3, 2,96,2, 1, 7, 2,1,1,2,1,3,3,3,1,6,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2, 5, 1
   21, 4,96,96,5, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 6
   22, 2,96,96,7, 9, 7, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 2
   23,96,96,96,6, 7, 7, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 7
   24, 3,96,96,7, 8,14, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 1
   25,96,96,96,2, 3,14, 3,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 7
   26,96,96,96,5, 6, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 5
   27,96, 6,96,6, 4,11, 6,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 5, 4
   28,96,96,96,3, 4, 8, 3,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 4
   29,96, 4,96,5, 2, 7, 5,2,1,1,1,0,1,0,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 6, 6
   30, 3,96, 5,3, 8,96,96,2,5,6,0,0,0,0,2,1,2,6, 8,1,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 7, 3
   31,96, 6,96,7, 3,96,96,2,3,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,2,2,0,0,0,0,1,0,0,5,4,1, 7, 2
   32,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 2
   33,96,96, 6,4, 6,96,96,1,6,6,0,0,0,0,2,1,1,8, 9,1,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 7
   34,96,96,96,5, 3,96,96,2,5,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2, 7, 2
   35,96,96,96,6, 8, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 5
   36, 5,96,96,6, 7,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
   37,96,96, 4,1, 6,96,96,2,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 3, 6
   38,96,96,96,5, 6, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 6
   39,96, 2,96,3, 2, 8, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 2, 6
   40,96,96,96,7, 9,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 1
   41, 3,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 7
   42,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 2
   43,96,96,96,4, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 4
   44,96,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 3
   45,96,96, 4,1, 3,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,1,0,0,0,1,1,1,0,0,0,5,4,2, 7, 1
   46,96, 3,96,3, 2,10, 3,2,1,1,1,1,2,1,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2, 5, 4
   47,96,96,96,6, 7,12, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 1
   48,96, 5,96,5, 3, 7, 5,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2, 6, 4
   49, 5,96,96,7, 9, 9, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 2
   50,96,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 1
   51,96,96,96,6, 8,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 2
   52, 4,96,96,7, 8, 3, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 4
   53,96,96,96,5, 7,15, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 2
   54,96,96,96,7, 8, 8, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 2
   55,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
   56,96,96,96,4, 5, 2, 4,1,2,1,3,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 7
   57,96,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
   58,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 7
   59, 5, 5,96,5, 3,10, 5,2,1,1,1,0,2,0,1,1,0,5,10,2,2,96,2,2,1,1,0,0,0,0,0,0,0,1,0,0,5,4,2, 6, 2
   60,96,96,96,4, 6, 9, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 4
   61,96,96,96,6, 7, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 2
   62,96, 3,96,4, 2, 2, 3,1,1,2,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 7, 3
   63,96, 3,96,4, 2, 7, 3,1,2,2,2,2,2,2,1,6,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 3, 4
   64,96,96,96,2, 4, 9, 2,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 7
   65,96,96,96,6, 7, 4, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 2
   66,96, 1,96,2, 1, 7, 2,1,2,2,2,2,2,2,1,5,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 4
   67,96,96,96,5, 6, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 6
   68,96,96,96,3, 5,10, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 2
   69, 1,96,96,7,10,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 1
   70, 2,96, 3,1, 5,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,4,4,2, 5, 2
   71,96, 4,96,4, 2, 9, 4,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2, 3, 2
   72,96,96,96,6, 7, 9, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 6
   73,96,96,96,7, 9,10, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 1
   74, 1,96,96,5, 7,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 4
   75,96,96,96,6, 6, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 6
   76,96, 3,96,5, 2,96,96,2,5,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2, 5, 4
   77,96,96,96,5, 6, 3, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 6
   78,96,96,96,5, 6, 9, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 5
   79,96,96,96,4, 6,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 3
   80,96,96,96,7, 8,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 1
   81, 3,96,96,5, 7, 9, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,97,97
   82, 4, 2,96,2, 1,14, 3,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 6, 4
   83, 4, 5,96,4, 5,13, 4,2,1,1,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2, 4, 4
   84,96, 3,96,3, 2,96,96,2,5,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2, 3, 6
   85,96, 1,96,2, 1, 9, 2,2,1,1,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 4, 4
   86,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5, 4
   87,96,96,96,6, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 6
   88, 3,96,96,6, 8, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 4
   89,96,96,96,6, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 2
   90,96,96,96,6, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 2
   91, 3,96,96,7, 8,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2, 7
   92,96, 1,96,3, 1, 7, 3,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 4, 3
   93, 4,96,96,5, 6, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 4
   94,96,96,96,6, 7, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 4
   95,96,96,96,5, 6, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 1
   96,96,96,96,4, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4, 1
   97,96,96,96,7, 8, 7, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 7
   98,96,96,96,6, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 2
   99,96,96,96,6, 7, 3, 5,1,1,2,3,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 2, 2
  100,96, 2,96,3, 1, 5, 3,1,1,2,3,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 2, 6
  101,96, 6,96,5, 4, 4, 5,1,1,2,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 2, 3
  102, 3,96,96,2, 1,96,96,1,6,6,0,1,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,1,1,0,1,1,0,4,3,2, 6, 6
  103, 1, 1,96,3, 1, 8, 3,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 7, 6
  104,96, 5,96,4, 3,12, 5,2,2,1,2,1,3,0,1,1,0,5,10,2,2,96,2,2,2,1,0,1,1,0,0,0,0,0,0,0,6,4,1, 3, 2
  105,99, 3,96,3, 2,13, 4,2,2,1,2,2,2,2,1,6,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 5, 4
  106, 2,96,96,6, 8,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 2
  107,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 4
  108,96, 3,96,4, 2,13, 4,2,1,1,1,1,2,1,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2, 3, 4
  109,96,96,96,2, 4, 8, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 4
  110,96,96,96,5, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 1
  111,96,96,96,7, 9, 5, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 4
  112,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 2
  113,96, 3,96,3, 2, 2, 3,1,1,2,1,1,1,1,1,4,0,5,10,2,2,96,2,2,0,1,0,0,0,0,0,0,1,0,0,0,4,3,2, 5, 2
  114,96, 3,96,4, 2, 2, 3,2,1,1,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 2, 4
  115,96,96,96,6, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 6
  116, 3,96,96,6, 8,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 2
  117,96,96,96,6, 8,12, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 1
  118,96,96,96,6, 7, 4, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6, 2
  119,96,96,96,4, 6,13, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 4
  120,96,96,96,7, 8,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 3
  121, 1,96,96,6, 7,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 2
  122,96, 6,96,5, 3,96,96,2,6,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 4
  123,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 1
  124,96,96,96,7, 9,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 1
  125,96,96,96,6, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2, 7
  126,96, 5,96,4, 3, 3, 4,1,1,2,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 4, 6
  127,96, 6,96,5, 4,10, 5,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 7, 2
  128, 3,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 7
  129,96,96,96,5, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3, 4
  130,96,96,96,4, 5,96,96,2,4,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,2,0,0,3,3,2, 4, 4
  131, 1,96,96,6, 6, 1, 4,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 5
  132,96,96,96,3, 4, 4, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 4
  133,96,96,96,6, 7, 2, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5, 3
  134,96,96,96,4, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 6
  135,96,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2, 6
  136,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2, 6
  137,96,96, 3,1, 2,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 6, 1
  138,96,96,96,5, 7,13, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1, 4
  139,96,96, 4,3, 5, 7, 3,1,1,2,1,0,0,0,2,1,2,6, 5,1,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2, 4, 4
  140, 1, 3,96,4, 2,96,96,2,5,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2, 5, 4
  141,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 3
  142,96,96, 1,1, 2,96,96,1,6,6,0,2,0,0,2,1,1,4, 9,1,2,96,2,2,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2, 7, 1
  143,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 4
  144, 3,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 4, 6
  145,96,96,96,5, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6, 1
  146,96,96,96,5, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 7
  147,96, 1,96,3, 1,10, 3,1,1,2,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2, 2, 6
  148,96, 6,96,6, 8,14, 7,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 6, 1
  149,96,96,96,3, 4,96,96,2,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 7, 4
  150,96,96,96,5, 6, 9, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 7, 2
  151,96,96,96,2, 3, 7, 2,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3, 4
